"foldername";"BETRAG2018";"BUCHUNG2018";"CHECK2018";"BETRAG2019";"BUCHUNG2019";"CHECK2019";"BETRAG2020";"BUCHUNG2020";"CHECK2020";"PROBLEMS";"PATH"
"ste.gt.steuer.finanzamt.wiedenbrueck.steuern.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.steuer.finanzamt.wiedenbrueck.steuern.jahr.betrag"
"ste.jt.bank.voba.volksbank_bi_gt.jost.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.voba\ste.jt.bank.voba.volksbank_bi_gt.jost.jahr.dokumente"
"2020-10-31.anzeige.internetbetrug.homepods";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.amt.polizei_und_anzeigen\2020-10-31.anzeige.internetbetrug.homepods"
"per.jt.dokumente.zeugnisse.thome.jost.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\per.jt.dokumente\per.jt.dokumente.zeugnisse.thome.jost.jahr.dokumente"
"ste.jt.vers.rente.bund.0038.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bund.0038.jahr.dokumente"
"pri.jt.belege.leben.schuhe.jost.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\pri.jt.privat\pri.jt.belege.leben.schuhe.jost.jahr.dokumente"
"per.jt.gesundheit._._._.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\per.jt.gesundheit._._._.jahr.dokumente"
"ste.jt.steuer.stb.steuerberater.linnemann.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.steuer.stb.steuerberater.linnemann.jahr.dokumente"
"ste.jt.immo.imdo.objekt.verwaltung.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.objekt.verwaltung.jahr.dokumente"
"ste.jt.it.software.pcvisit.fernwartung.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.pcvisit.fernwartung.jahr.dokumente"
"ste.gt.gesund.pflegeheim.domicil.briefe.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.briefe.jahr.dokumente"
"ste.jt.immo.goeb.objekt.ablesung.jahr.dokumente.fuer_enercity";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.objekt.ablesung.jahr.dokumente.fuer_enercity"
"ste.gt.steuer.stb.steuerberater.linnemann.jahr.schriftverkehr";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.steuer.stb.steuerberater.linnemann.jahr.schriftverkehr"
"ste.jt.bank.kskwd.sepa.freigaben.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.sepa.freigaben.jahr.dokumente"
"ste.fa.kinder.betreuung.hort.beide.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"2339,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.2020.betrag"
"ste.fa.kinder.betreuung.hort.beide.2019.betrag";"0,00";"0,00";"0";"2472,00";"2987,00";"1";"2926,00";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.2019.betrag"
"ste.jt.kapital.schiffe.santa_federica.pecura.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.santa_federica.pecura.jahr.betrag"
"ste.jt.immo.gesc.objekt.handwerker.jahr.betrag";"0,00";"0,00";"0";"142,80";"0,00";"1";"1112,59";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.objekt.handwerker.jahr.betrag"
"ste.jt.kapital.schiffe.santa_barbara.gebab.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"156,00";"156,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.santa_barbara.gebab.jahr.betrag"
"ste.jt.kapital.schiffe.schiffsfonds_ii.hci.jahr.betrag";"0,00";"0,00";"0";"0,00";"145,79";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.schiffsfonds_ii.hci.jahr.betrag"
"ste.jt.immo.o13h.objekt.schornstein.jahr.betrag.akt_horst";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.schornstein.jahr.betrag.akt_horst"
"ste.jt.kapital.schiffe.hammonia.ms.jahr.betrag";"0,00";"0,00";"0";"99991,00";"-10250,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.hammonia.ms.jahr.betrag"
"ste.jt.kapital.schiffe.front_commodore.drpeters.jahr.betrag";"0,00";"0,00";"0";"99991,00";"0,00";"1";"0,00";"9000,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.front_commodore.drpeters.jahr.betrag"
"ste.gt.immo.lili.objekt.oel.jahr.betrag";"4653,45";"0,00";"1";"2665,08";"0,00";"1";"3023,17";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.oel.jahr.betrag"
"ste.jt.kapital.schiffe.fedor.salamon.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"3000,00";"3000,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.fedor.salamon.jahr.betrag"
"ste.jt.kapital.schiffe.northern_pleasure.dstag.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.northern_pleasure.dstag.jahr.betrag"
"ste.gt.immo.wenn.objekt.stadt.jahr.betrag.0984303-1000-005";"1038,08";"0,00";"1";"685,84";"0,00";"1";"856,06";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.objekt.stadt.jahr.betrag.0984303-1000-005"
"ste.jt.kapital.schiffe.northern_majestic.dstag.jahr.betrag";"400,00";"400,00";"0";"400,00";"800,00";"1";"0,00";"600,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.northern_majestic.dstag.jahr.betrag"
"ste.jt.immo.o13h.objekt.oel.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.oel.jahr.betrag"
"ste.jt.kapital.schiffe.magellan.maritim.jahr.betrag";"0,00";"0,00";"0";"0,00";"1379,39";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.magellan.maritim.jahr.betrag"
"ste.jt.immo.o13p.objekt.handwerker.jahr.betrag";"0,00";"0,00";"0";"5635,96";"0,00";"1";"1011,06";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.objekt.handwerker.jahr.betrag"
